"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"United States of America","1996","Not applicable","Not applicable","Percent","2.44182"
"Uruguay","2011","Not applicable","Not applicable","Percent","0.43051"
"Uruguay","2010","Not applicable","Not applicable","Percent","0.40964"
"Uruguay","2009","Not applicable","Not applicable","Percent","0.44267"
"Uruguay","2008","Not applicable","Not applicable","Percent","0.36265"
"Uruguay","2007","Not applicable","Not applicable","Percent","0.39948"
"Uruguay","2006","Not applicable","Not applicable","Percent","0.35919"
"Uruguay","2002","Not applicable","Not applicable","Percent","0.23818"
"Uruguay","2000","Not applicable","Not applicable","Percent","0.20925"
"Uruguay","1999","Not applicable","Not applicable","Percent","0.22417"
"Uruguay","1998","Not applicable","Not applicable","Percent","0.19186"
"Uruguay","1997","Not applicable","Not applicable","Percent","0.34994"
"Uruguay","1996","Not applicable","Not applicable","Percent","0.26501"
"Viet Nam","2002","Not applicable","Not applicable","Percent","0.17808"
"Zambia","2008","Not applicable","Not applicable","Percent","0.34033"
"Zambia","2005","Not applicable","Not applicable","Percent","0.02894"
"Zambia","2004","Not applicable","Not applicable","Percent","0.02542"
"Zambia","2003","Not applicable","Not applicable","Percent","0.00957"
"Zambia","2002","Not applicable","Not applicable","Percent","0.00614"
"Zambia","1997","Not applicable","Not applicable","Percent","0.00811"
"Zambia","1996","Not applicable","Not applicable","Percent","0.01214"

