"","pmid","cit","year"
"23860572","23860572",1,2013
"23860531","23860531",1,2013
"23860447","23860447",4,2013
"23850807","23850807",6,2013
"23850806","23850806",2,2013
"23848410","23848410",0,2013
"23848063","23848063",2,2013
"23847354","23847354",0,2013
"23846385","23846385",1,2013
"23845889","23845889",1,2013
"23844084","23844084",5,2013
"23843418","23843418",0,2013
"23841899","23841899",5,2013
"23840319","23840319",1,2013
"23837491","23837491",3,2013
"23836560","23836560",3,2013
"23831274","23831274",3,2013
"23830547","23830547",0,2013
"23829282","23829282",0,2013
"23829280","23829280",0,2013
"23826794","23826794",0,2013
"23826785","23826785",5,2013
"23826404","23826404",1,2013
"23826326","23826326",1,2013
"23825651","23825651",14,2013
"23821659","23821659",16,2013
"23821658","23821658",10,2013
"23819695","23819695",1,2013
"23815981","23815981",0,2013
"23815912","23815912",0,2013
"23815902","23815902",0,2013
"23815897","23815897",0,2013
"23814018","23814018",4,2013
"23812940","23812940",2,2013
"23812490","23812490",2,2013
"23811537","23811537",1,2013
"23810245","23810245",5,2013
"23808813","23808813",1,2013
"23808769","23808769",0,2013
"23808008","23808008",0,2013
"23807677","23807677",2,2013
"23804711","23804711",6,2013
"23804078","23804078",9,2013
"23803950","23803950",2,2013
"23803948","23803948",0,2013
"23803947","23803947",1,2013
"23803577","23803577",0,2013
"23801633","23801633",2,2013
"23801131","23801131",0,2013
"23799400","23799400",0,2013
"23791626","23791626",5,2013
"23791008","23791008",0,2013
"23787395","23787395",2,2013
"23787174","23787174",1,2013
"23786106","23786106",0,2013
"23782159","23782159",2,2013
"23782158","23782158",122,2013
"23782085","23782085",1,2013
"23782078","23782078",0,2013
"23775651","23775651",1,2013
"23773904","23773904",0,2013
"23773454","23773454",0,2013
"23773451","23773451",0,2013
"23772638","23772638",1,2013
"23772636","23772636",1,2013
"23770605","23770605",27,2013
"23768636","23768636",2,2013
"23763914","23763914",0,2013
"23763320","23763320",0,2013
"23761057","23761057",0,2013
"23760402","23760402",3,2013
"23751895","23751895",1,2013
"23750345","23750345",0,2013
"23750211","23750211",2,2013
"23748484","23748484",0,2013
"23747459","23747459",2,2013
"23747187","23747187",0,2013
"23744431","23744431",0,2013
"23744124","23744124",0,2013
"23742949","23742949",9,2013
"23736028","23736028",4,2013
"23734977","23734977",3,2013
"23734657","23734657",0,2013
"23733486","23733486",0,2013
"23732501","23732501",0,2013
"23732052","23732052",14,2013
"23731665","23731665",5,2013
"23731478","23731478",0,2013
"23730494","23730494",3,2013
"23704240","23704240",0,2013
"23726293","23726293",0,2013
"23726226","23726226",4,2013
"23726016","23726016",1,2013
"23725390","23725390",1,2013
"23725387","23725387",0,2013
"23725032","23725032",9,2013
"23724106","23724106",1,2013
"23723297","23723297",3,2013
"23723123","23723123",2,2013
"23721512","23721512",0,2013
"23721511","23721511",0,2013
"23721279","23721279",1,2013
"25135825","25135825",0,2013
"23720127","23720127",16,2013
"23719263","23719263",2,2013
"23719185","23719185",2,2013
"23717217","23717217",5,2013
"23716722","23716722",2,2013
"23716541","23716541",1,2013
"23716331","23716331",0,2013
"23714504","23714504",1,2013
"23710828","23710828",3,2013
"23710386","23710386",0,2013
"23710384","23710384",0,2013
"23709214","23709214",6,2013
"23708256","23708256",0,2013
"23704902","23704902",3,2013
"23704453","23704453",0,2013
"23704203","23704203",1,2013
"23704048","23704048",4,2013
"23697878","23697878",1,2013
"23696891","23696891",1,2013
"23696138","23696138",0,2013
"23695449","23695449",0,2013
"23690826","23690826",0,2013
"23690290","23690290",2,2013
"23690112","23690112",0,2013
"23689597","23689597",2,2013
"23689118","23689118",2,2013
"23688746","23688746",0,2013
"23686733","23686733",0,2013
"23685408","23685408",1,2013
"23684423","23684423",18,2013
"23683711","23683711",0,2013
"23683075","23683075",0,2013
"23682321","23682321",0,2013
"23682029","23682029",0,2013
"23681798","23681798",0,2013
"23681370","23681370",0,2013
"23681227","23681227",5,2013
"23681223","23681223",3,2013
"23680477","23680477",7,2013
"23679095","23679095",0,2013
"23676461","23676461",4,2013
"23676220","23676220",5,2013
"23674504","23674504",0,2013
"23668820","23668820",0,2013
"23668599","23668599",0,2013
"23668266","23668266",0,2013
"23668259","23668259",0,2013
"23667729","23667729",1,2013
"23667725","23667725",0,2013
"23665546","23665546",5,2013
"23665144","23665144",1,2013
"23664940","23664940",1,2013
"23663709","23663709",1,2013
"23662991","23662991",0,2013
"23662012","23662012",1,2013
"23660855","23660855",0,2013
"23659384","23659384",1,2013
"23659106","23659106",1,2013
"23658924","23658924",0,2013
"23656622","23656622",0,2013
"23656200","23656200",4,2013
"23656199","23656199",0,2013
"23656196","23656196",2,2013
"23650405","23650405",0,2013
"23647244","23647244",1,2013
"23647060","23647060",2,2013
"23645694","23645694",3,2013
"23645657","23645657",1,2013
"23644527","23644527",0,2013
"23643150","23643150",0,2013
"23641871","23641871",0,2013
"23640394","23640394",6,2013
"23640258","23640258",0,2013
"23640104","23640104",4,2013
"23639298","23639298",2,2013
"23639136","23639136",0,2013
"23638742","23638742",0,2013
"23638168","23638168",0,2013
"23637769","23637769",0,2013
"23637131","23637131",10,2013
"23636053","23636053",2,2013
"23634399","23634399",0,2013
"23633543","23633543",6,2013
"23633452","23633452",3,2013
"23632090","23632090",0,2013
"23631654","23631654",1,2013
"23628026","23628026",1,2013
"23623956","23623956",6,2013
"23620403","23620403",5,2013
"23620080","23620080",4,2013
"23619786","23619786",0,2013
"23619564","23619564",4,2013
"23618690","23618690",2,2013
"23617880","23617880",8,2013
"23617325","23617325",3,2013
"23617253","23617253",4,2013
"23615967","23615967",6,2013
"23615966","23615966",5,2013
"23614796","23614796",1,2013
"23614795","23614795",3,2013
"23614766","23614766",2,2013
"23613420","23613420",0,2013
"23612016","23612016",4,2013
"23611240","23611240",0,2013
"23610978","23610978",1,2013
"23608884","23608884",6,2013
"23608880","23608880",2,2013
"23607863","23607863",2,2013
"23606939","23606939",0,2013
"23606931","23606931",0,2013
"23605481","23605481",4,2013
"23599777","23599777",1,2013
"23597602","23597602",2,2013
"23597579","23597579",1,2013
"23597136","23597136",0,2013
"23597135","23597135",8,2013
"23596118","23596118",0,2013
"23596047","23596047",5,2013
"23593420","23593420",7,2013
"23593011","23593011",13,2013
"23592274","23592274",0,2013
"23591791","23591791",1,2013
"23589568","23589568",5,2013
"23585525","23585525",7,2013
"23585524","23585524",1,2013
"23584505","23584505",0,2013
"23583413","23583413",1,2013
"23581835","23581835",0,2013
"23580660","23580660",8,2013
"23579733","23579733",0,2013
"23579027","23579027",0,2013
"23576305","23576305",8,2013
"23575988","23575988",1,2013
"23573826","23573826",0,2013
"23445758","23445758",0,2013
"23572149","23572149",0,2013
"23568491","23568491",11,2013
"23563840","23563840",1,2013
"23562310","23562310",0,2013
"23561625","23561625",2,2013
"23561479","23561479",0,2013
"23561478","23561478",4,2013
"23561477","23561477",0,2013
"23561476","23561476",0,2013
"23561475","23561475",2,2013
"23561474","23561474",1,2013
"23561473","23561473",3,2013
"23561472","23561472",2,2013
"23561471","23561471",0,2013
"23561470","23561470",3,2013
"23561469","23561469",6,2013
"23561468","23561468",1,2013
"23560506","23560506",4,2013
"23560441","23560441",1,2013
"23560086","23560086",4,2013
"23558524","23558524",9,2013
"23557968","23557968",1,2013
"23555960","23555960",5,2013
"23554163","23554163",1,2013
"23553722","23553722",0,2013
"23553682","23553682",0,2013
"23553592","23553592",2,2013
"23552567","23552567",0,2013
"23551855","23551855",4,2013
"23550993","23550993",0,2013
"23550156","23550156",4,2013
"23549397","23549397",1,2013
"23548418","23548418",0,2013
"23547837","23547837",0,2013
"23547049","23547049",8,2013
"23545817","23545817",0,2013
"23544940","23544940",0,2013
"23541024","23541024",0,2013
"23540343","23540343",0,2013
"23540342","23540342",1,2013
"23537740","23537740",0,2013
"23537278","23537278",1,2013
"23532892","23532892",6,2013
"23531907","23531907",0,2013
"23531595","23531595",6,2013
"23530247","23530247",13,2013
"23527958","23527958",205,2013
"23527714","23527714",1,2013
"23526444","23526444",0,2013
"23525797","23525797",6,2013
"23522450","23522450",1,2013
"23521128","23521128",0,2013
"23518313","23518313",1,2013
"23517592","23517592",0,2013
"23517560","23517560",0,2013
"23517368","23517368",0,2013
"23515850","23515850",9,2013
"23515408","23515408",5,2013
"23514599","23514599",1,2013
"23510236","23510236",0,2013
"23509308","23509308",1,2013
"23509156","23509156",13,2013
"23508917","23508917",0,2013
"23508840","23508840",2,2013
"23508009","23508009",7,2013
"23507482","23507482",5,2013
"23506191","23506191",1,2013
"23505730","23505730",0,2013
"23505068","23505068",3,2013
"23502782","23502782",22,2013
"23502221","23502221",1,2013
"23499499","23499499",1,2013
"23497075","23497075",2,2013
"23494726","23494726",0,2013
"23493782","23493782",8,2013
"23488658","23488658",5,2013
"23486982","23486982",0,2013
"23486532","23486532",8,2013
"23486452","23486452",7,2013
"23485170","23485170",0,2013
"23484680","23484680",0,2013
"23480495","23480495",0,2013
"23480493","23480493",6,2013
"23478142","23478142",2,2013
"23477936","23477936",1,2013
"23475845","23475845",0,2013
"23475494","23475494",0,2013
"23475487","23475487",0,2013
"23470833","23470833",0,2013
"23469961","23469961",0,2013
"23469959","23469959",6,2013
"23468975","23468975",1,2013
"23468088","23468088",2,2013
"23467457","23467457",2,2013
"23466166","23466166",0,2013
"23460614","23460614",12,2013
"23458665","23458665",0,2013
"23456745","23456745",1,2013
"23454563","23454563",1,2013
"23450797","23450797",0,2013
"23450508","23450508",2,2013
"23450436","23450436",2,2013
"23449612","23449612",2,2013
"23447383","23447383",6,2013
"23446312","23446312",4,2013
"23443506","23443506",0,2013
"23442064","23442064",5,2013
"23441138","23441138",0,2013
"23440662","23440662",4,2013
"23440293","23440293",0,2013
"23436471","23436471",2,2013
"23436415","23436415",1,2013
"23436284","23436284",0,2013
"23435461","23435461",9,2013
"23435417","23435417",1,2013
"23435090","23435090",5,2013
"23434429","23434429",0,2013
"23432965","23432965",2,2013
"23432949","23432949",0,2013
"23432814","23432814",2,2013
"23432115","23432115",0,2013
"23429603","23429603",6,2013
"23429453","23429453",4,2013
"23429376","23429376",1,2013
"23427875","23427875",0,2013
"23426166","23426166",4,2013
"23426122","23426122",0,2013
"23425945","23425945",9,2013
"23425552","23425552",2,2013
"23425038","23425038",15,2013
"23423815","23423815",0,2013
"23422081","23422081",3,2013
"23419792","23419792",11,2013
"23419703","23419703",0,2013
"23418626","23418626",10,2013
"23418305","23418305",2,2013
"23417757","23417757",1,2013
"23415382","23415382",0,2013
"23415222","23415222",139,2013
"23414765","23414765",2,2013
"23413593","23413593",0,2013
"23413592","23413592",1,2013
"23413591","23413591",3,2013
"23412785","23412785",0,2013
"23411999","23411999",0,2013
"23411731","23411731",1,2013
"23409284","23409284",0,2013
"23407459","23407459",1,2013
"23406682","23406682",0,2013
"23406679","23406679",7,2013
"23406297","23406297",0,2013
"23405733","23405733",0,2013
"23400412","23400412",0,2013
"23398354","23398354",11,2013
"23396405","23396405",1,2013
"23396081","23396081",4,2013
"23395771","23395771",0,2013
"23395383","23395383",0,2013
"23387894","23387894",0,2013
"23385377","23385377",10,2013
"23384896","23384896",0,2013
"23383130","23383130",3,2013
"23382602","23382602",1,2013
"23382248","23382248",3,2013
"23380816","23380816",2,2013
"23375857","23375857",0,2013
"23375718","23375718",0,2013
"23373997","23373997",0,2013
"23372915","23372915",0,2013
"23372049","23372049",2,2013
"23371259","23371259",0,2013
"23369149","23369149",0,2013
"23365136","23365136",6,2013
"23364518","23364518",3,2013
"23360230","23360230",0,2013
"23359016","23359016",5,2013
"23358515","23358515",3,2013
"23356486","23356486",1,2013
"23355207","23355207",1,2013
"23353698","23353698",6,2013
"23351693","23351693",0,2013
"23350021","23350021",1,2013
"23349394","23349394",4,2013
"23349302","23349302",4,2013
"23349210","23349210",0,2013
"23347904","23347904",1,2013
"23343182","23343182",0,2013
"23343179","23343179",0,2013
"23341508","23341508",1,2013
"23340738","23340738",0,2013
"23339446","23339446",1,2013
"23339445","23339445",1,2013
"23338609","23338609",8,2013
"23337928","23337928",6,2013
"23337402","23337402",1,2013
"23336244","23336244",0,2013
"23336222","23336222",0,2013
"23335070","23335070",1,2013
"23332395","23332395",1,2013
"23330347","23330347",1,2013
"23330346","23330346",0,2013
"23330345","23330345",0,2013
"23330344","23330344",0,2013
"23330115","23330115",0,2013
"23329459","23329459",0,2013
"23328508","23328508",0,2013
"23328482","23328482",12,2013
"23327988","23327988",1,2013
"23325840","23325840",7,2013
"23325833","23325833",5,2013
"23323947","23323947",0,2013
"23321535","23321535",1,2013
"23320889","23320889",0,2013
"23320887","23320887",0,2013
"23319726","23319726",1,2013
"23318862","23318862",0,2013
"23316398","23316398",0,2013
"23316119","23316119",1,2013
"23313631","23313631",5,2013
"23313109","23313109",2,2013
"23310982","23310982",0,2013
"23307532","23307532",3,2013
"23307472","23307472",0,2013
"23307471","23307471",0,2013
"23307449","23307449",1,2013
"23303003","23303003",0,2013
"23301767","23301767",5,2013
"23300276","23300276",2,2013
"23300177","23300177",4,2013
"23297799","23297799",4,2013
"23296964","23296964",0,2013
"23296963","23296963",0,2013
"23296962","23296962",1,2013
"23296468","23296468",16,2013
"23296407","23296407",9,2013
"23295735","23295735",12,2013
"23295606","23295606",0,2013
"23294176","23294176",0,2013
"23293871","23293871",3,2013
"23292974","23292974",0,2013
"23292833","23292833",1,2013
"23291630","23291630",123,2013
"23290421","23290421",0,2013
"23287626","23287626",4,2013
"23287625","23287625",2,2013
"23287086","23287086",0,2013
"23287017","23287017",0,2013
"23286587","23286587",0,2013
"23286334","23286334",2,2013
"23285188","23285188",6,2013
"23284688","23284688",1,2013
"23283845","23283845",1,2013
"23283841","23283841",0,2013
"23282005","23282005",1,2013
"23281656","23281656",0,2013
"23281435","23281435",0,2013
"23281434","23281434",0,2013
"23280542","23280542",1,2013
"23278725","23278725",0,2013
"23278160","23278160",0,2013
"23278106","23278106",1,2013
"23276930","23276930",2,2013
"23274356","23274356",0,2013
"23273604","23273604",2,2013
"25696966","25696966",0,2013
"25509105","25509105",0,2013
"24757830","24757830",0,2013
"24648892","24648892",3,2013
"24624788","24624788",0,2013
"25548167","25548167",1,2014
"25547653","25547653",0,2014
"25546744","25546744",0,2014
"25546135","25546135",0,2014
"25546124","25546124",0,2014
"25544776","25544776",0,2014
"25544766","25544766",0,2014
"25543705","25543705",0,2014
"25543510","25543510",0,2014
"25542829","25542829",0,2014
"25542474","25542474",0,2014
"25541495","25541495",0,2014
"25541152","25541152",0,2014
"25538980","25538980",0,2014
"25538710","25538710",0,2014
"25538042","25538042",0,2014
"25537220","25537220",0,2014
"25536628","25536628",0,2014
"25536560","25536560",0,2014
"25536544","25536544",0,2014
"25533355","25533355",0,2014
"25532277","25532277",0,2014
"25531707","25531707",0,2014
"25528678","25528678",0,2014
"25528067","25528067",0,2014
"25527155","25527155",0,2014
"25525078","25525078",0,2014
"25524180","25524180",0,2014
"25523367","25523367",0,2014
"25522770","25522770",0,2014
"25522014","25522014",1,2014
"25520398","25520398",0,2014
"25520123","25520123",0,2014
"25517752","25517752",0,2014
"25517315","25517315",0,2014
"25513660","25513660",0,2014
"25513659","25513659",0,2014
"25512118","25512118",0,2014
"25511680","25511680",0,2014
"25511536","25511536",0,2014
"25511404","25511404",0,2014
"25511319","25511319",0,2014
"25511190","25511190",0,2014
"25511150","25511150",0,2014
"25511147","25511147",0,2014
"25511144","25511144",0,2014
"25511139","25511139",0,2014
"25506837","25506837",0,2014
"25505620","25505620",0,2014
"25505279","25505279",0,2014
"25505275","25505275",0,2014
"25502983","25502983",0,2014
"25502547","25502547",0,2014
"25500704","25500704",0,2014
"25499233","25499233",0,2014
"25499217","25499217",1,2014
"25498455","25498455",0,2014
"25498454","25498454",0,2014
"25497644","25497644",0,2014
"25497272","25497272",0,2014
"25496728","25496728",0,2014
"25496136","25496136",1,2014
"25495265","25495265",0,2014
"25495171","25495171",0,2014
"25494150","25494150",0,2014
"25491494","25491494",0,2014
"25490599","25490599",0,2014
"25490447","25490447",4,2014
"25490439","25490439",0,2014
"25489479","25489479",0,2014
"25488616","25488616",0,2014
"25486950","25486950",0,2014
"25486549","25486549",0,2014
"25486132","25486132",0,2014
"25484039","25484039",0,2014
"25480502","25480502",2,2014
"25479909","25479909",0,2014
"25479582","25479582",1,2014
"25477481","25477481",0,2014
"25477469","25477469",0,2014
"25477266","25477266",0,2014
"25477106","25477106",0,2014
"25474988","25474988",0,2014
"25473357","25473357",0,2014
"25472968","25472968",0,2014
"25471173","25471173",0,2014
"25470765","25470765",0,2014
"25468260","25468260",0,2014
"25467125","25467125",0,2014
"25465126","25465126",0,2014
"25461996","25461996",1,2014
"25459668","25459668",0,2014
"25459484","25459484",0,2014
"25459179","25459179",0,2014
"25458595","25458595",0,2014
"25455270","25455270",0,2014
"25445470","25445470",0,2014
"25445467","25445467",0,2014
"25445466","25445466",1,2014
"25445211","25445211",0,2014
"25445025","25445025",1,2014
"25443491","25443491",0,2014
"25441688","25441688",0,2014
"25441686","25441686",0,2014
"25440434","25440434",0,2014
"25437053","25437053",0,2014
"25435911","25435911",2,2014
"25432435","25432435",0,2014
"25431479","25431479",0,2014
"25430636","25430636",0,2014
"25430416","25430416",0,2014
"25428829","25428829",0,2014
"25425665","25425665",1,2014
"25425197","25425197",0,2014
"25425007","25425007",0,2014
"25424858","25424858",2,2014
"25422818","25422818",0,2014
"25420504","25420504",0,2014
"25420278","25420278",0,2014
"25416804","25416804",0,2014
"25414443","25414443",0,2014
"25411520","25411520",0,2014
"25410960","25410960",0,2014
"25408651","25408651",0,2014
"25407369","25407369",1,2014
"25407287","25407287",1,2014
"25401046","25401046",1,2014
"25400800","25400800",0,2014
"25400748","25400748",0,2014
"25399570","25399570",0,2014
"25398834","25398834",2,2014
"25397619","25397619",0,2014
"25395142","25395142",0,2014
"25394716","25394716",0,2014
"25393804","25393804",0,2014
"25392275","25392275",0,2014
"25389338","25389338",1,2014
"25389091","25389091",0,2014
"25388851","25388851",2,2014
"25387837","25387837",0,2014
"25386343","25386343",0,2014
"25384540","25384540",0,2014
"25383139","25383139",1,2014
"25382820","25382820",0,2014
"25382417","25382417",0,2014
"25381051","25381051",2,2014
"25377784","25377784",1,2014
"25376373","25376373",0,2014
"25371178","25371178",1,2014
"25368373","25368373",1,2014
"25366018","25366018",0,2014
"25363670","25363670",0,2014
"25363150","25363150",0,2014
"25361012","25361012",1,2014
"25360238","25360238",1,2014
"25359318","25359318",0,2014
"25358742","25358742",0,2014
"25356923","25356923",0,2014
"25355689","25355689",0,2014
"25353187","25353187",0,2014
"25352360","25352360",0,2014
"25350848","25350848",1,2014
"25350143","25350143",0,2014
"25349153","25349153",0,2014
"25348018","25348018",1,2014
"25347424","25347424",0,2014
"25345915","25345915",1,2014
"25345442","25345442",0,2014
"25344523","25344523",2,2014
"25344228","25344228",1,2014
"25342696","25342696",0,2014
"25339346","25339346",0,2014
"25338610","25338610",0,2014
"25337994","25337994",0,2014
"25336906","25336906",0,2014
"25332636","25332636",0,2014
"25332614","25332614",0,2014
"25332555","25332555",0,2014
"25332532","25332532",0,2014
"25329694","25329694",1,2014
"25329690","25329690",0,2014
"25324955","25324955",0,2014
"25322676","25322676",1,2014
"25322324","25322324",0,2014
"25320376","25320376",0,2014
"25320100","25320100",3,2014
"25319501","25319501",19,2014
"25318949","25318949",0,2014
"25318947","25318947",0,2014
"25315799","25315799",0,2014
"25314776","25314776",0,2014
"25313413","25313413",0,2014
"25313353","25313353",0,2014
"25313177","25313177",1,2014
"25311497","25311497",0,2014
"25310288","25310288",0,2014
"25309592","25309592",0,2014
"25308469","25308469",0,2014
"25308294","25308294",0,2014
"25308292","25308292",0,2014
"25305119","25305119",0,2014
"25301708","25301708",0,2014
"25301705","25301705",2,2014
"25301672","25301672",0,2014
"25300943","25300943",0,2014
"25300929","25300929",0,2014
"25300566","25300566",0,2014
"25300358","25300358",0,2014
"25299776","25299776",0,2014
"25297763","25297763",0,2014
"25295537","25295537",2,2014
"25295254","25295254",0,2014
"25295200","25295200",0,2014
"25294898","25294898",0,2014
"25294819","25294819",1,2014
"25293880","25293880",0,2014
"25293770","25293770",0,2014
"25293553","25293553",0,2014
"25288894","25288894",0,2014
"25287991","25287991",2,2014
"25286418","25286418",3,2014
"25285115","25285115",0,2014
"25284607","25284607",0,2014
"25284154","25284154",0,2014
"25281606","25281606",1,2014
"25281507","25281507",0,2014
"25280001","25280001",1,2014
"25276230","25276230",0,2014
"25275600","25275600",0,2014
"25271869","25271869",1,2014
"25270155","25270155",0,2014
"25269801","25269801",0,2014
"25268190","25268190",0,2014
"25267972","25267972",0,2014
"25267621","25267621",4,2014
"25266476","25266476",0,2014
"25264824","25264824",0,2014
"25263543","25263543",0,2014
"25263321","25263321",0,2014
"25261668","25261668",0,2014
"25261458","25261458",1,2014
"25260826","25260826",0,2014
"25258688","25258688",0,2014
"25258342","25258342",4,2014
"25258118","25258118",0,2014
"25257897","25257897",0,2014
"25257310","25257310",4,2014
"25256787","25256787",0,2014
"25255690","25255690",0,2014
"25255445","25255445",1,2014
"25252690","25252690",0,2014
"25252186","25252186",0,2014
"25250486","25250486",1,2014
"25249370","25249370",1,2014
"25248094","25248094",0,2014
"25245365","25245365",0,2014
"25245014","25245014",1,2014
"25244163","25244163",0,2014
"25239609","25239609",1,2014
"25237855","25237855",0,2014
"25232063","25232063",0,2014
"25228125","25228125",0,2014
"25227809","25227809",0,2014
"25225540","25225540",0,2014
"25219890","25219890",0,2014
"25219593","25219593",0,2014
"25218362","25218362",0,2014
"25218117","25218117",0,2014
"25217392","25217392",5,2014
"25216226","25216226",0,2014
"25213185","25213185",0,2014
"25213181","25213181",1,2014
"25211624","25211624",0,2014
"25208809","25208809",0,2014
"25204568","25204568",0,2014
"25203085","25203085",0,2014
"25202346","25202346",0,2014
"25201956","25201956",0,2014
"25196783","25196783",1,2014
"25193965","25193965",0,2014
"25193089","25193089",0,2014
"25190756","25190756",0,2014
"25190754","25190754",0,2014
"25190749","25190749",0,2014
"25190612","25190612",1,2014
"25189911","25189911",0,2014
"25189416","25189416",1,2014
"25188095","25188095",0,2014
"25187123","25187123",0,2014
"25185386","25185386",0,2014
"25185206","25185206",1,2014
"25185189","25185189",0,2014
"25182688","25182688",0,2014
"25180156","25180156",0,2014
"25179679","25179679",2,2014
"25179408","25179408",0,2014
"25178517","25178517",1,2014
"25176982","25176982",0,2014
"25175828","25175828",0,2014
"25174547","25174547",0,2014
"25174025","25174025",2,2014
"25174022","25174022",5,2014
"25172933","25172933",0,2014
"25171429","25171429",0,2014
"25170122","25170122",0,2014
"25169955","25169955",3,2014
"25165564","25165564",0,2014
"25163491","25163491",1,2014
"25162594","25162594",1,2014
"25162001","25162001",1,2014
"25161998","25161998",0,2014
"25161268","25161268",2,2014
"25157090","25157090",0,2014
"25156469","25156469",0,2014
"25154820","25154820",11,2014
"25154027","25154027",0,2014
"25152130","25152130",0,2014
"25151957","25151957",1,2014
"25150799","25150799",0,2014
"25150798","25150798",9,2014
"25148916","25148916",0,2014
"25148392","25148392",0,2014
"25147161","25147161",0,2014
"25145948","25145948",0,2014
"25145344","25145344",1,2014
"25143487","25143487",5,2014
"25139929","25139929",0,2014
"25138588","25138588",2,2014
"25136531","25136531",0,2014
"25135300","25135300",0,2014
"25133503","25133503",2,2014
"25131810","25131810",0,2014
"25130845","25130845",0,2014
"25130829","25130829",0,2014
"25130803","25130803",0,2014
"25130476","25130476",1,2014
"25130401","25130401",0,2014
"25127862","25127862",2,2014
"25125625","25125625",0,2014
"25124853","25124853",8,2014
"25124785","25124785",0,2014
"25124780","25124780",0,2014
"25124585","25124585",0,2014
"25120048","25120048",0,2014
"25119920","25119920",0,2014
"25119807","25119807",0,2014
"25119132","25119132",2,2014
"25115508","25115508",0,2014
"25112836","25112836",1,2014
"25110869","25110869",1,2014
"25105989","25105989",1,2014
"25103870","25103870",0,2014
"25103729","25103729",0,2014
"25103687","25103687",1,2014
"25101331","25101331",0,2014
"25101192","25101192",0,2014
"25100497","25100497",1,2014
"25099481","25099481",0,2014
"25096606","25096606",0,2014
"25096193","25096193",0,2014
"25093123","25093123",1,2014
"25088442","25088442",0,2014
"25087226","25087226",1,2014
"25085355","25085355",2,2014
"25083126","25083126",2,2014
"25082859","25082859",1,2014
"25082786","25082786",0,2014
"25082342","25082342",0,2014
"25080849","25080849",0,2014
"25080557","25080557",1,2014
"25080556","25080556",0,2014
"25080091","25080091",0,2014
"25078793","25078793",0,2014
"25076300","25076300",0,2014
"25076159","25076159",0,2014
"25076063","25076063",1,2014
"25074616","25074616",2,2014
"25072959","25072959",2,2014
"25070667","25070667",2,2014
"25069439","25069439",1,2014
"25068995","25068995",3,2014
"25068508","25068508",2,2014
"25066039","25066039",0,2014
"25065699","25065699",0,2014
"25065170","25065170",0,2014
"25064370","25064370",0,2014
"25063525","25063525",0,2014
"25063524","25063524",0,2014
"25061101","25061101",1,2014
"25060588","25060588",0,2014
"25059102","25059102",0,2014
"25058862","25058862",1,2014
"25055118","25055118",0,2014
"25054143","25054143",0,2014
"25052600","25052600",0,2014
"25052598","25052598",0,2014
"25051361","25051361",0,2014
"25051044","25051044",0,2014
"25051042","25051042",0,2014
"25050922","25050922",0,2014
"25049322","25049322",7,2014
"25049080","25049080",0,2014
"25048787","25048787",2,2014
"25048786","25048786",0,2014
"25048785","25048785",4,2014
"25048784","25048784",2,2014
"25048783","25048783",0,2014
"25048782","25048782",1,2014
"25048781","25048781",1,2014
"25048780","25048780",1,2014
"25048779","25048779",0,2014
"25047250","25047250",0,2014
"25044937","25044937",1,2014
"25043749","25043749",0,2014
"25042735","25042735",0,2014
"25041772","25041772",0,2014
"25041609","25041609",0,2014
"25040458","25040458",0,2014
"25040181","25040181",0,2014
"25040077","25040077",0,2014
"25039892","25039892",0,2014
"25039282","25039282",0,2014
"25038918","25038918",0,2014
"25038451","25038451",1,2014
"25037849","25037849",1,2014
"25035786","25035786",0,2014
"25034147","25034147",3,2014
"25031771","25031771",0,2014
"25030673","25030673",0,2014
"25030467","25030467",4,2014
"25030442","25030442",0,2014
"25027355","25027355",0,2014
"25026208","25026208",2,2014
"25025018","25025018",0,2014
"25019218","25019218",2,2014
"25016810","25016810",0,2014
"25016628","25016628",0,2014
"25016596","25016596",0,2014
"25015865","25015865",0,2014
"25015705","25015705",0,2014
"25014693","25014693",1,2014
"25013507","25013507",0,2014
"25006786","25006786",0,2014
"25006303","25006303",0,2014
"25006127","25006127",1,2014
"25003571","25003571",0,2014
"25003352","25003352",2,2014
"25001469","25001469",1,2014
"25000312","25000312",0,2014
"24999698","24999698",0,2014
"24999685","24999685",0,2014
"24997154","24997154",0,2014
"24995592","24995592",1,2014
"24993874","24993874",0,2014
"24993873","24993873",0,2014
"24993701","24993701",0,2014
"24992174","24992174",0,2014
"24990888","24990888",2,2014
"24990615","24990615",1,2014
"24990614","24990614",0,2014
"24990087","24990087",2,2014
"24989304","24989304",0,2014
"24989285","24989285",0,2014
"24989114","24989114",0,2014
"24987056","24987056",0,2014
"24986876","24986876",6,2014
"24986108","24986108",1,2014
"24985882","24985882",0,2014
"24985177","24985177",0,2014
"24983589","24983589",0,2014
"24983324","24983324",1,2014
"24982840","24982840",0,2014
"24982661","24982661",0,2014
"24980601","24980601",0,2014
"24978916","24978916",1,2014
"24976446","24976446",0,2014
"24976339","24976339",0,2014
"24975017","24975017",0,2014
"24972773","24972773",0,2014
"24972768","24972768",0,2014
"24971577","24971577",0,2014
"24971479","24971479",1,2014
"24971420","24971420",0,2014
"24971418","24971418",0,2014
"24971401","24971401",1,2014
"24970561","24970561",0,2014
"24967369","24967369",0,2014
"24966942","24966942",1,2014
"24963496","24963496",1,2014
"24963449","24963449",0,2014
"24962518","24962518",2,2014
"24961604","24961604",1,2014
