"","Comment.gene_symbols.","Comment.descriptions.","Drug_A.diff.logFC","a_p_val","Drug_C.diff.logFC","c_p_val","Drug_D.diff.logFC","d_p_val"
"4432","VN1R4","vomeronasal 1 receptor 4",0.119253146939147,0.964487212661153,-0.187614823030528,0.185508679241887,-0.135942392417895,0.220776045602438
"4433","BIRC8","baculoviral IAP repeat containing 8",0.0582065807193075,0.999975715833619,-0.260093139723121,0.13153956632154,-0.238745469363786,0.0735458798621356
"4434","NLRP12","NLR family, pyrin domain containing 12",-0.109331159434976,0.773150995455174,-0.169412216462189,0.0602679495910165,-0.116900778032909,0.0723285833371005
"4435","OSCAR","osteoclast associated, immunoglobulin-like receptor",-0.043212595381986,0.999975715833619,-0.235001145315441,0.0633249456639541,-0.212583156101375,0.0282019463527774
"4436","LENG1","leukocyte receptor cluster (LRC) member 1",-0.0166026279414044,0.999975715833619,-0.196385036229874,0.0646941024008156,0.0746373743867537,0.317411164868253
"4437","MBOAT7","membrane bound O-acyltransferase domain containing 7",0.0301533589118375,0.999975715833619,-0.0748842144549355,0.456608545634669,-0.293775746139573,0.00411519661033036
"4438","LILRB2","leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 2",0.0355292453245735,0.999975715833619,-0.156960832020577,0.203714430155654,-0.22452634421779,0.0328489128158896
"4439","LENG9","leukocyte receptor cluster (LRC) member 9",-0.0868976595225739,0.999975715833619,-0.301404441295147,0.144945059770549,-0.0199331190380629,0.901056536398709
"4440","TNNT1","troponin T type 1 (skeletal, slow)",-0.0213762855345241,0.999975715833619,-0.196280506978996,0.123146361042427,-0.299261600784153,0.00806936159172878
"4441","PTPRH","protein tyrosine phosphatase, receptor type, H",-0.00942374616026065,0.999975715833619,-0.172297366526126,0.152965505882073,-0.393590998704101,0.00133976989060674
"4442","HSPBP1","HSPA (heat shock 70kDa) binding protein, cytoplasmic cochaperone 1",0.0492997885366702,0.999975715833619,-0.0461902976124771,0.650592093829643,-0.0714135633977868,0.384904341565425
"4443","TMEM150B","transmembrane protein 150B",-0.0351889390790685,0.999975715833619,-0.0819575625488449,0.556779853380738,-0.0793167957817822,0.486315752895474
"4444","SHISA7","shisa homolog 7 (Xenopus laevis)",0.0215051324568289,0.999975715833619,-0.162814472716744,0.14919999935994,-0.23244532894125,0.0163259067286349
"4445","SBK2","SH3-binding domain kinase family, member 2",0.0172937602043648,0.999975715833619,-0.215351021058118,0.0560502241139462,-0.374217940419501,0.000558488017060719
"4446","ZNF784","zinc finger protein 784",0.0673411404791731,0.999975715833619,-0.0989717975059241,0.3759544313899,-0.18477929531942,0.0534409985909726
"4447","NLRP11","NLR family, pyrin domain containing 11",-0.1541729231957,0.951031053746291,-0.463770730369755,0.0253236198077814,0.0501959935868035,0.719305059572576
"4448","ZNF550","zinc finger protein 550",0.142610140922625,0.9608278020628,0.208696026975129,0.206826720895425,0.0705505610173773,0.594760158039566
"4449","ZNF416","zinc finger protein 416",0.162457154895288,0.977909193110411,0.217054005221153,0.325167958592082,0.25039013229709,0.165702469889567
"4450","ZNF417","zinc finger protein 417",0.106996063923539,0.983864729833498,0.0887601535315925,0.553461466482981,0.715451000874475,0.000110045357790019
"4451","ZNF837","zinc finger protein 837",-0.0230546736245385,0.999975715833619,-0.201515920313905,0.102485867492088,-0.148932550403049,0.10099374282778
"4452","CD22","CD22 molecule",-0.0545603338549689,0.999975715833619,-0.143448445124482,0.247230929145252,-0.228120294975083,0.0341048797644724
"4453","PSG6","pregnancy specific beta-1-glycoprotein 6",0.0226569981591664,0.999975715833619,-0.0207098416868501,0.852233020979742,-0.249178739644619,0.0119823776517516
"4454","PSG4","pregnancy specific beta-1-glycoprotein 4",-0.0355742272319839,0.999975715833619,-0.16900659561664,0.1888859864767,-0.28324025912934,0.0138290880679965
"4455","OAZ1","ornithine decarboxylase antizyme 1",0.0920831215667022,0.977909193110411,0.1143748917493,0.326772283504945,-0.1764443147982,0.0720209037808109
"4456","ZNF177|ZNF559-ZNF177","zinc finger protein 177|ZNF559-ZNF177 readthrough",-0.0139198504708768,0.999975715833619,-0.18210963208062,0.168652115396811,-0.0820561022422601,0.424413183881585
"4457","QTRT1","queuine tRNA-ribosyltransferase 1",-0.0264956184164733,0.999975715833619,0.00539089510674184,0.971406664668427,-0.0135277217436958,0.904527972512757
"4458","ZNF700","zinc finger protein 700",0.0579360086925513,0.999975715833619,0.10626928597144,0.25307530138687,0.270924813060629,0.00405796298576629
"4459","PIK3R2","phosphoinositide-3-kinase, regulatory subunit 2 (beta)",-0.0364758748284482,0.999975715833619,-0.0661035501881413,0.491067660977349,-0.172484393427331,0.0381654790259196
"4460","ZNF222","zinc finger protein 222",0.181173340922293,0.815939215677239,0.0026644588388498,0.98567750952423,0.00168906311074624,0.988041971867388
"4461","APOC4|APOC2","apolipoprotein C-IV|apolipoprotein C-II",-0.0212785468104402,0.999975715833619,-0.17307627533626,0.108139524190838,-0.272836596044831,0.00490411038063312
"4462","GRWD1","glutamate-rich WD repeat containing 1",0.0871741427988777,0.999975715833619,0.00673803021067343,0.965159063647974,1.24314431446516,4.89493371360051e-07
"4463","ZNF701","zinc finger protein 701",0.0217831571800238,0.999975715833619,-0.0927861256256293,0.442176117374318,0.0288748733022741,0.774098571192029
"4464","LILRB1","leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1",-0.0287684083886868,0.999975715833619,-0.169311249749942,0.179716900340609,-0.30597491724625,0.00881861868921269
"4465","KIR2DL4|LOC100287534","killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 4|killer cell immunoglobulin-like receptor 2DL4-like",-0.107272365151736,0.883711664758,-0.15986942145673,0.122497673604058,-0.308429547665507,0.0020297683335738
"4466","ZNF134","zinc finger protein 134",0.186216111392227,0.977909193110411,-0.0304965063462141,0.903772412051099,0.341760600460051,0.0819472696474935
"4467","ZNF587|ZNF587B","zinc finger protein 587|zinc finger protein 587B",-0.023456469710573,0.999975715833619,-0.0696756418230748,0.591476233312696,0.324939829741493,0.00924889917225718
"4468","ZNF586","zinc finger protein 586",0.137373343051061,0.907631296873123,0.0480072853004829,0.716365374734477,0.139136185608717,0.190951075022229
"4469","ZNF776","zinc finger protein 776",0.203254230421765,0.904146241445991,-0.0297163129746636,0.880086470231362,1.01700767188047,3.01830437297848e-05
"4470","ZNF551","zinc finger protein 551",0.0856646512716708,0.999975715833619,-0.0270770994265206,0.882602849045738,0.0876302334283201,0.530909146388687
"4471","ERVK3-1","endogenous retrovirus group K3, member 1",0.0909594995825387,0.977909193110411,-0.0383735059172201,0.754594666478174,0.329999372332956,0.00595199983929811
"4472","EPOR","erythropoietin receptor",0.06476688709588,0.999975715833619,-0.124071982539703,0.242328641095637,-0.19112799297486,0.0368017334785039
"4473","RGL3","ral guanine nucleotide dissociation stimulator-like 3",-0.121103670315054,0.792264953128923,-0.182922669263656,0.0745541620943538,-0.320419975438064,0.00106261452421588
"4474","ZNF20","zinc finger protein 20",0.165240684326609,0.773150995455174,0.14304018274387,0.209178149136665,0.178188540412412,0.0595899629737175
"4475","ZNF564","zinc finger protein 564",-0.0257690848090553,0.999975715833619,-0.125889607779674,0.177865173834958,0.0576116325766298,0.429435186711794
"4476","CHERP","calcium homeostasis endoplasmic reticulum protein",-0.0297269766465522,0.999975715833619,-0.12645626605495,0.176750955446285,-0.137986504096537,0.067383850124837
"4477","COPE","coatomer protein complex, subunit epsilon",0.0577414427404648,0.999975715833619,0.0786330994431985,0.466043873863264,-0.22503123762977,0.0212646710753332
"4478","TM6SF2","transmembrane 6 superfamily member 2",-0.0518687663196733,0.999975715833619,-0.137150688267837,0.192493673914023,-0.280132062034784,0.00579018791688988
"4479","U2AF1L4","U2 small nuclear RNA auxiliary factor 1-like 4",0.0170524947230257,0.999975715833619,0.0071814817155369,0.946021246361264,-0.024467338699834,0.752728420140016
"4480","SYNE4","spectrin repeat containing, nuclear envelope family member 4",0.0510299295182293,0.999975715833619,-0.141759362679844,0.214550096687195,-0.323763527886283,0.00438192868003435
"4481","CYP2A7","cytochrome P450, family 2, subfamily A, polypeptide 7",-0.0238134268280978,0.999975715833619,-0.152774309154977,0.144945059770549,-0.234422440235614,0.0112636332051449
"4482","OPA3","optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia)",-0.0602051862993225,0.999975715833619,-0.0629062330903869,0.621684121749368,0.384990184687227,0.00331209755244407
"4483","GPR4","G protein-coupled receptor 4",0.0258342290728431,0.999975715833619,-0.181636001479797,0.16367386933748,-0.254528230655238,0.0223302105801219
"4484","CGB8|CGB1|CGB5|CGB","chorionic gonadotropin, beta polypeptide 8|chorionic gonadotropin, beta polypeptide 1|chorionic gonadotropin, beta polypeptide 5|chorionic gonadotropin, beta polypeptide",0.0184743607825686,0.999975715833619,-0.19013401476062,0.136517167323736,-0.343925273543501,0.00429161662004191
"4485","CGB7","chorionic gonadotropin, beta polypeptide 7",-0.00212363686213557,0.999975715833619,-0.175456284269682,0.116481450731119,-0.348940272650266,0.00137956045763348
"4486","LILRA5","leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 5",0.0425861903398816,0.999975715833619,-0.136800082608887,0.311671389506513,-0.247236132929134,0.0358310481995949
"4487","LILRA4","leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 4",-0.217235612390221,0.965737903976807,-0.199419708118484,0.433863197223952,-0.457156351023114,0.0389704917512284
"4488","RDH13","retinol dehydrogenase 13 (all-trans/9-cis)",0.0392945573251264,0.999975715833619,0.117143730398649,0.22081394852088,0.146338725182478,0.0656589691825269
"4489","A1BG","alpha-1-B glycoprotein",0.0554769856845398,0.999975715833619,-0.136098560326794,0.196282132137412,-0.207581010278948,0.023592918240271
"4490","ZNF497","zinc finger protein 497",0.00254973322069052,0.999975715833619,-0.17106000325079,0.234747539517326,-0.263110122801352,0.0340886854529424
"4491","DEFB129","defensin, beta 129",0.0899183625855025,0.999975715833619,-0.20936211919534,0.290427226281483,-0.0850214283155006,0.601181257082496
"4492","DEFB132","defensin, beta 132",-0.0795089938984712,0.999975715833619,-0.222770685909174,0.323760445144009,0.0740664579207349,0.692381844515316
"4493","RBCK1","RanBP-type and C3HC4-type zinc finger containing 1",-0.216906925367649,0.773150995455174,-0.337513707679077,0.0595369065803015,-0.4605584493941,0.00353670253760583
"4494","SNPH|RAD21L1","syntaphilin|RAD21-like 1 (S. pombe)",0.00444708361419899,0.999975715833619,-0.175383389041366,0.116688217031783,-0.23852412587588,0.0119776489410033
"4495","MRPS26","mitochondrial ribosomal protein S26",0.00554455176425339,0.999975715833619,-0.0862979075493708,0.373341091561048,-0.0647046848733241,0.413541567334223
"4496","CDS2","CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2",0.00162334708388201,0.999975715833619,-0.0543084615923961,0.496855152770586,-0.117885282613142,0.077918835369635
"4497","LAMP5","lysosomal-associated membrane protein family, member 5",-0.0310297482473088,0.999975715833619,-0.159656475945629,0.286931313368111,-0.140385948689279,0.248597179704689
"4498","NDUFAF5","NADH dehydrogenase (ubiquinone) complex I, assembly factor 5",0.0403392703622218,0.999975715833619,-0.330841956181438,0.0573003657686704,0.297708097911102,0.0245438981610501
"4499","MACROD2","MACRO domain containing 2",-0.143664364636884,0.930651993563348,-0.00360232147768969,0.981134899539815,-0.393655217009171,0.00628589949976007
"4500","ZNF133","zinc finger protein 133",0.00495411697018522,0.999975715833619,0.112135743106193,0.286563324044581,0.112063146217146,0.191425360157675
"4501","NAA20","N(alpha)-acetyltransferase 20, NatB catalytic subunit",0.0224749827836437,0.999975715833619,-0.0473442715046017,0.774438709761174,-0.0400946935983297,0.766966121357337
"4502","C20orf26","chromosome 20 open reading frame 26",-0.0911364173297815,0.966886504352231,-0.252969979714219,0.0492526653430192,-0.269238622882289,0.00909034952508578
"4503","PLK1S1","polo-like kinase 1 substrate 1",0.00305139432879464,0.999975715833619,0.11187546666936,0.385840740961943,0.372677223157945,0.00452118721365339
"4504","SSTR4","somatostatin receptor 4",0.0432910075107751,0.999975715833619,-0.172960011563688,0.162879923677566,-0.260191399082695,0.0158788104114921
"4505","GZF1","GDNF-inducible zinc finger protein 1",-0.0666859068468506,0.999975715833619,0.11152330926042,0.473656775600318,-0.215479708251423,0.0964551312066658
"4506","COX4I2","cytochrome c oxidase subunit IV isoform 2 (lung)",0.104203131765391,0.951031053746291,-0.111729590938399,0.330041172940728,-0.274145100003604,0.0115326822393332
"4507","KIF3B","kinesin family member 3B",0.0243172429168386,0.999975715833619,0.238197092474659,0.0613424620549464,0.905807663286992,1.12457726787242e-06
"4508","ASXL1","additional sex combs like 1 (Drosophila)",0.0624385309440978,0.999975715833619,0.0460024933054015,0.653839797371921,0.446693060123568,0.000229311935085169
"4509","BPIFA3","BPI fold containing family A, member 3",0.0560656145826259,0.999975715833619,-0.0617077825140742,0.567662788635797,-0.103343696692734,0.23978595756483
"4510","BPIFA1","BPI fold containing family A, member 1",0.0422170860088458,0.999975715833619,-0.214743140479356,0.149561915868873,-0.222186128942225,0.0602929790873757
"4511","BPIFB1","BPI fold containing family B, member 1",0.0404357497593635,0.999975715833619,-0.13595459705583,0.23744404317814,-0.177573515702266,0.0649820537527011
"4512","CHMP4B","charged multivesicular body protein 4B",0.033642479000763,0.999975715833619,-0.0238266768150144,0.808654104739183,-0.117009274601612,0.135644350725522
"4513","DYNLRB1","dynein, light chain, roadblock-type 1",0.0994730041285168,0.922757518053154,0.101687248869851,0.295774931606707,-0.173250795566522,0.0397842855229446
"4514","TP53INP2","tumor protein p53 inducible nuclear protein 2",0.0641997496467237,0.999975715833619,-0.088222915515547,0.563157162978166,-0.246503669687664,0.0576849531566614
"4515","MMP24","matrix metallopeptidase 24 (membrane-inserted)",0.00589722842463747,0.999975715833619,-0.181275366946839,0.105920253859771,-0.271598520213355,0.00614799566872958
"4516","ROMO1","reactive oxygen species modulator 1",0.0430055707217099,0.999975715833619,-0.0696007976178388,0.636463822445159,-0.291528105195979,0.0256436809227885
"4517","PHF20","PHD finger protein 20",-0.241164457265519,0.417311793348275,-0.00552072365339118,0.965159063647974,-0.0236652458755611,0.796623227491622
"4518","RPN2","ribophorin II",-0.0945960555627661,0.910394499285929,-0.0271502961790002,0.769285730269745,-0.0200227118567646,0.788382767616414
"4519","MANBAL","mannosidase, beta A, lysosomal-like",-0.0298372938339311,0.999975715833619,-0.0437995224076628,0.599101868831181,-0.205784244449324,0.00979003799734709
"4520","CTNNBL1","catenin, beta like 1",0.0376477567273552,0.999975715833619,0.0479922258448413,0.567662788635797,0.18930933328788,0.0148543917406982
"4521","VSTM2L","V-set and transmembrane domain containing 2 like",-0.0133510375435053,0.999975715833619,-0.244072826144849,0.115370163220339,-0.340687622910817,0.0104161946250954
"4522","SLC32A1","solute carrier family 32 (GABA vesicular transporter), member 1",-0.132421179999367,0.935047169220405,-0.301181379718374,0.0607404206972663,-0.217113606877136,0.0632184544037029
"4523","ACTR5","ARP5 actin-related protein 5 homolog (yeast)",0.0700761622118753,0.999975715833619,0.0306222425243075,0.824637071539054,0.755222015926723,2.27954131628964e-05
"4524","FAM83D","family with sequence similarity 83, member D",0.316091357638145,0.964541185140792,0.425056683124315,0.24699960966379,0.627485037592522,0.0457889589478932
"4525","DHX35","DEAH (Asp-Glu-Ala-His) box polypeptide 35",-0.0912709468433635,0.96487126240502,0.307152563178038,0.0214449682749087,0.234416627664995,0.0167419192003597
"4526","IFT52","intraflagellar transport 52 homolog (Chlamydomonas)",-0.116850487922442,0.983864729833498,-0.0896303838213841,0.576110846975369,0.045667368205387,0.736228647577364
"4527","ZSWIM3","zinc finger, SWIM-type containing 3",0.0115038528178149,0.999975715833619,-0.0428631501618861,0.773836707129045,0.231657618368235,0.0605401212008192
"4528","ZSWIM1","zinc finger, SWIM-type containing 1",0.0638710031739684,0.977909193110411,0.034471184108817,0.673179852951123,0.289333472811489,0.00112809791321091
"4529","SLC2A10","solute carrier family 2 (facilitated glucose transporter), member 10",-0.0142018079672086,0.999975715833619,-0.148883288483061,0.218028855990953,-0.223773370900162,0.0314977827315003
"4530","SNORD12C","small nucleolar RNA, C/D box 12C",0.0671508007421169,0.999975715833619,0.279727634450532,0.398239730496052,0.149587481038607,0.584189934886308
"4531","PFDN4","prefoldin subunit 4",-0.101892181017213,0.999975715833619,-0.0549168196608925,0.725307971850899,0.0422985968127456,0.743755225067284
"4532","SPO11","SPO11 meiotic protein covalently bound to DSB homolog (S. cerevisiae)",-0.00624286794974083,0.999975715833619,-0.0854846180505375,0.462025838686828,-0.233602512967001,0.0248388094940861
"4533","C20orf85","chromosome 20 open reading frame 85",0.00192437122827904,0.999975715833619,-0.121340000779011,0.447278460317173,-0.307238856421584,0.029317802548885
"4534","PHACTR3","phosphatase and actin regulator 3",0.0245707850034931,0.999975715833619,-0.167752826302414,0.123146361042427,-0.223910431268417,0.0148543917406982
"4535","FAM217B","family with sequence similarity 217, member B",0.0161499152997679,0.999975715833619,0.113624697044528,0.357294685086306,0.822559749936328,5.99875410031365e-06
"4536","HAR1A","highly accelerated region 1A (non-protein coding)",-0.00105570334655702,0.999975715833619,-0.207300116700901,0.172357861579879,-0.300769092902503,0.0216020627481293
"4537","BIRC7","baculoviral IAP repeat containing 7",0.0485450595889247,0.999975715833619,-0.203035811766425,0.130696808388814,-0.226841935309722,0.0355688281802165
"4538","COL20A1","collagen, type XX, alpha 1",0.00157632721586065,0.999975715833619,-0.214178669312284,0.0877638781860834,-0.286379074791383,0.00746809880325873
"4539","SIRPD","signal-regulatory protein delta",-0.0400075740258634,0.999975715833619,-0.27847365038858,0.102640346336487,-0.394505825282014,0.00767166716129891
"4540","SIRPG","signal-regulatory protein gamma",-0.0319685796024682,0.999975715833619,-0.153930909301033,0.172415030408188,-0.25370924560432,0.0121873163314959
"4541","PCED1A","PC-esterase domain containing 1A",-0.192086236775372,0.763601547229652,-0.238009082750206,0.0980983662387377,-0.421894188447622,0.00171925974295465
"4542","SLC4A11","solute carrier family 4, sodium borate transporter, member 11",0.0474378366311798,0.999975715833619,-0.000391961306069,0.997684286827988,-0.234047953694627,0.0383946284193089
"4543","GFRA4","GDNF family receptor alpha 4",-0.00756608167285222,0.999975715833619,-0.184444810458675,0.177865173834958,-0.200123047323392,0.0696903343664456
"4544","SIGLEC1","sialic acid binding Ig-like lectin 1, sialoadhesin",-0.0665344754433024,0.999975715833619,-0.284781635500017,0.0241590013048446,-0.241892422464562,0.0116144998056793
"4545","ADRA1D","adrenoceptor alpha 1D",-0.157973336724407,0.703087347069015,-0.233552776146291,0.0456955136786449,-0.246159620423138,0.00889236156066573
"4546","RN5-8S7","RNA, 5.8S ribosomal 7",-0.173182668493027,0.949324846000433,-0.3472605497234,0.0995752224009647,-0.296983124159659,0.0592625711610817
"4547","GPCPD1","glycerophosphocholine phosphodiesterase GDE1 homolog (S. cerevisiae)",-0.0574348330811674,0.999975715833619,0.396921859403403,0.0617245703334098,0.430291508419977,0.0123382254758459
"4548","FERMT1","fermitin family member 1",-0.0246930681393769,0.999975715833619,0.677525329111581,0.00972764402216389,1.06848222573071,5.48459881096376e-05
"4549","TMX4","thioredoxin-related transmembrane protein 4",0.0409133064701308,0.999975715833619,-0.0207865903024373,0.804587551743417,-0.157411603226128,0.0286906299051977
"4550","TASP1","taspase, threonine aspartase, 1",0.139972903488493,0.959256247531157,0.203951037518414,0.203640008473154,0.0487621625953167,0.707577169701782
"4551","RALGAPA2","Ral GTPase activating protein, alpha subunit 2 (catalytic)",0.239701616043877,0.492438053359525,0.367169479089983,0.0171750178921748,0.0635669926142759,0.526186604502089
"4552","NKX2-4","NK2 homeobox 4",-0.0102552127329272,0.999975715833619,-0.0582721206954577,0.662761565538004,-0.249886336624691,0.0317466012971551
"4553","NAPB","N-ethylmaleimide-sensitive factor attachment protein, beta",-0.101890168897717,0.999975715833619,0.0591587127575153,0.793124837437037,-0.094785746923943,0.59868928114481
"4554","CST11","cystatin 11",0.0996512047278961,0.968374436983023,-0.101265129629431,0.396073318702662,-0.172019702106224,0.0856928329590337
"4555","CST5","cystatin D",-0.022478963340939,0.999975715833619,-0.186569487162058,0.155242592195868,-0.238793801706111,0.0286682955456609
"4556","NANP","N-acetylneuraminic acid phosphatase",-0.0295501099310282,0.999975715833619,-0.0645828559235939,0.462841266744087,0.00682413579144825,0.925462409265117
"4557","DUSP15","dual specificity phosphatase 15",0.00365040644963521,0.999975715833619,-0.224947599536899,0.103551977601881,-0.326977050031185,0.00681622624686118
"4558","PDRG1","p53 and DNA-damage regulated 1",0.029800854197239,0.999975715833619,-0.139990764622103,0.34350749675762,0.264094191482944,0.0389704917512284
"4559","SUN5","Sad1 and UNC84 domain containing 5",-0.0855915049490727,0.977909193110411,-0.135231450254316,0.218487496763983,-0.166717915354762,0.0669853286514488
"4560","PIGU","phosphatidylinositol glycan anchor biosynthesis, class U",0.10216962591868,0.999975715833619,0.495404366436423,0.117303844743175,0.376911154746436,0.111868804411008
"4561","FAM83C","family with sequence similarity 83, member C",0.0825526789670166,0.977909193110411,-0.149817601308679,0.190159900593307,-0.215798882376071,0.027430750423916
"4562","UQCC","ubiquinol-cytochrome c reductase complex chaperone",-0.0657812730120355,0.973129340436556,-0.0622534927855352,0.443064424841304,0.00674330667516632,0.920285467575795
"4563","C20orf173","chromosome 20 open reading frame 173",0.102443201628205,0.907631296873123,-0.0561171413066139,0.563157162978166,-0.0867296612547053,0.270527764757716
"4564","C20orf132","chromosome 20 open reading frame 132",-0.0970607036277507,0.866957806390663,-0.0939015217531773,0.249247412594469,-0.29678828057024,0.00093078538453897
"4565","GHRH","growth hormone releasing hormone",-0.0353803583458472,0.999975715833619,-0.0950433906963148,0.493320866562423,-0.315127507581731,0.01407484321101
"4566","TTI1","TELO2 interacting protein 1",-0.241835847223918,0.389030763548796,-0.141405335506153,0.179654772621281,0.171902926032919,0.047280097883578
"4567","TGM2","transglutaminase 2 (C polypeptide, protein-glutamine-gamma-glutamyltransferase)",0.042887792422583,0.999975715833619,-0.151054845743677,0.121223849112547,-0.268792672737173,0.00331900203463202
"4568","PTPRT","protein tyrosine phosphatase, receptor type, T",0.136776697283595,0.866957806390663,-0.0309624583303938,0.790162842865324,-0.132848883100737,0.152492661906266
"4569","GTSF1L","gametocyte specific factor 1-like",-0.122946499787229,0.943719576198744,-0.15075983968603,0.247307946485202,-0.322554600191225,0.00948786898949459
"4570","SERINC3","serine incorporator 3",-0.113614162334242,0.9758072769857,-0.043096852550299,0.767169541836609,-0.174773298312113,0.133865850549169
"4571","KCNS1","potassium voltage-gated channel, delayed-rectifier, subfamily S, member 1",0.0121310721782866,0.999975715833619,-0.220298542671091,0.14785899521654,-0.500862594548355,0.00123669055134691
"4572","MATN4","matrilin 4",0.0015931016244819,0.999975715833619,-0.13711581021447,0.227072492898842,-0.226052969420572,0.0240984633799969
"4573","RN5S485","RNA, 5S ribosomal 485",-0.0398185100364437,0.999975715833619,-0.0861109762580936,0.61944695684451,-0.199589061671637,0.158028405505385
"4574","WFDC10B","WAP four-disulfide core domain 10B",-0.112394079329664,0.845565322589776,-0.13362476902447,0.158541030829937,-0.166236240063411,0.0333976699103137
"4575","TNNC2","troponin C type 2 (fast)",-0.00407907266532881,0.999975715833619,-0.292151973650399,0.036299013654461,-0.251209443080286,0.0168808922908642
"4576","SLC35C2","solute carrier family 35, member C2",-0.00744268370176648,0.999975715833619,0.145657904200924,0.189706149757147,0.348884266077285,0.00206599651221031
"4577","PREX1","phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1",0.121894604165328,0.977909193110411,0.158254069711013,0.329516538828805,-0.114017699944481,0.388093564163209
"4578","STAU1","staufen, RNA binding protein, homolog 1 (Drosophila)",-0.0386273028948434,0.999975715833619,-0.0253575517701918,0.792865209400178,0.347334284668849,0.00085101990918924
"4579","BCAS1","breast carcinoma amplified sequence 1",-0.393622747096957,0.703087347069015,-0.318031316478264,0.204072297039098,-0.378325131538507,0.066376634076364
"4580","CBLN4","cerebellin 4 precursor",-0.0323018580962291,0.999975715833619,-0.139109737664626,0.318452022631961,-0.310052420575882,0.0156099552322642
"4581","MTRNR2L3","MT-RNR2-like 3",-0.274115304590544,0.765405767404109,-0.249534793688092,0.183828653784696,-0.244341547540608,0.102403530814338
"4582","PMEPA1","prostate transmembrane protein, androgen induced 1",-0.0478776107608061,0.999975715833619,-0.0713416847647439,0.533467637150232,0.104890948318422,0.256274636623591
"4583","GATA5","GATA binding protein 5",-0.0417073458525818,0.999975715833619,-0.179536179367531,0.187834803366428,-0.240567216460138,0.0355379625471101
"4584","BHLHE23","basic helix-loop-helix family, member e23",-0.0278535193766896,0.999975715833619,-0.133396609719244,0.352472071822202,-0.273850084924779,0.0299149015037474
"4585","YTHDF1","YTH domain family, member 1",-0.232830354721553,0.86272903763344,-0.417766551654482,0.059515949227023,-0.228135915678461,0.143669870927084
"4586","KCNQ2","potassium voltage-gated channel, KQT-like subfamily, member 2",-0.0257785606002976,0.999975715833619,-0.166543133052709,0.133554678783326,-0.234495416360473,0.0139269694057465
"4587","PTK6","PTK6 protein tyrosine kinase 6",0.0228154879749694,0.999975715833619,-0.167332513054521,0.105826748565887,-0.268100152949825,0.00413853598285995
"4588","PRIC285","peroxisomal proliferator-activated receptor A interacting complex 285",0.0270275858293481,0.999975715833619,-0.147240979834436,0.144945059770549,-0.0864185182639501,0.258094503544874
"4589","SAMD10","sterile alpha motif domain containing 10",0.0475925259587386,0.999975715833619,0.0754058640619046,0.51716704334773,0.116921620873106,0.214779169405404
"4590","RGS19","regulator of G-protein signaling 19",0.0443486854104238,0.999975715833619,-0.0303237406023023,0.815689309038869,-0.0993761167948914,0.328056546361201
"4591","L3MBTL1","l(3)mbt-like 1 (Drosophila)",-0.0407429715079433,0.999975715833619,-0.208850968512209,0.0784536307318718,-0.352443412406067,0.00147581510724034
"4592","SGK2","serum/glucocorticoid regulated kinase 2",0.00100574517973673,0.999975715833619,-0.222663005907444,0.0565737504376209,-0.411571442348888,0.000359538058558092
"4593","SNX5","sorting nexin 5",0.00736989043026881,0.999975715833619,0.0336686805090993,0.859597441527711,-0.10010872023307,0.498334161288307
"4594","OVOL2","ovo-like 2 (Drosophila)",0.0465630062416169,0.999975715833619,0.0458347341257497,0.733506952188021,0.0563452501313071,0.604644584412809
"4595","TGIF2","TGFB-induced factor homeobox 2",0.131167776718037,0.815571603105128,0.128437482320135,0.203714430155654,0.351233207215995,0.00112046172503979
"4596","C20orf24","chromosome 20 open reading frame 24",0.0650544404920019,0.999975715833619,-0.0322598245959247,0.867203876356861,0.175735305516611,0.239050870807528
"4597","DBNDD2","dysbindin (dystrobrevin binding protein 1) domain containing 2",0.0163063192237596,0.999975715833619,-0.235125369839309,0.0814935534000576,-0.309789512091118,0.00707660201595546
"4598","SLC2A4RG","SLC2A4 regulator",-0.034231272889178,0.999975715833619,-0.197486121546101,0.142022401386789,-0.349637445525191,0.00540902364204027
"4599","SIRPB2","signal-regulatory protein beta 2",0.0328924133153343,0.999975715833619,-0.108894445925582,0.316075491741065,-0.228360725105124,0.0202677062919834
"4600","EIF6","eukaryotic translation initiation factor 6",-0.0307188066934998,0.999975715833619,0.0151938942740779,0.911245383019697,-0.142936015236351,0.166153301384302
"4601","WFDC6","WAP four-disulfide core domain 6",0.0489887650034833,0.999975715833619,-0.0969412603358437,0.355612848690774,-0.185086196612297,0.0411431959685328
"4602","SPINLW1|SPINLW1-WFDC6","serine peptidase inhibitor-like, with Kunitz and WAP domains 1 (eppin)|SPINLW1-WFDC6 readthrough",0.158465881665653,0.773150995455174,-0.0434008517671973,0.70730200924041,-0.149220453220071,0.11395896388953
